Day,JEC,JSC,TCG
87,0.91286934,0.943079657,0.645155657
88,0.447564171,0.899399599,0.650619096
89,0.966351581,0.006711004,0.706094333
90,0.307732797,0.910960706,0.58407828
91,0.03837559,0.970523014,0.650724931
92,0.621602439,0.279765017,0.206228012
93,0.804849913,0.348316325,0.416939734
94,0.953581233,0.191043611,0.557228549
95,0.725391452,0.727242074,0.246324726
96,0.295889771,0.403910925,0.498961015
97,0.066700311,0.627028925,0.158114586
98,0.978259015,0.672842742,0.60827464
99,0.709801069,0.544768495,0.956596272
100,0.411893432,0.590498463,0.233159265
101,0.79388043,0.415385096,0.406904014
102,0.339225506,0.765619646,0.613990432
103,0.734752312,0.914226908,0.33657495
104,0.623203676,0.326463918,0.9752618
105,0.20826556,0.645346846,0.103632428
106,0.712055623,0.508344144,0.446765307
107,0.556586269,0.86621923,0.922888205
108,0.037472734,0.183183313,0.587574737
109,0.994881181,0.19841956,0.558804976
110,0.831528597,0.383928833,0.093342498
111,0.09282845,0.018012529,0.838986652
112,0.095385357,0.55706132,0.717186618
113,0.066667828,0.886163024,0.662894084
114,0.484545332,0.744181072,0.323393555
115,0.733901444,0.750975546,0.803252334
116,0.046081044,0.745128007,0.263094716
117,0.804089946,0.904851449,0.875374934
118,0.921853748,0.216088786,0.48058652
119,0.176477121,0.630822838,0.190972514
120,0.473905156,0.537471556,0.270325836
121,0.004004006,0.038690584,0.834034173
122,0.558745031,0.797689968,0.287754504
123,0.053569049,0.577984422,0.247717082
124,0.191879784,0.960765266,0.705139197
125,0.933638948,0.957043483,0.794420592
126,0.48283884,0.749726765,0.512160663
127,0.343346886,0.53061872,0.583744241
128,0.725689186,0.765001214,0.865697429
129,0.54066307,0.378634484,0.495904449
130,0.061005146,0.168283743,0.980759695
131,0.352090512,0.767632078,0.19897678
132,0.025439026,0.005001805,0.526771623
133,0.560422314,0.995530953,0.187653223
134,0.166660829,0.501936953,0.566760221
135,0.735325343,0.063301476,0.283892316
136,0.972521095,0.183311877,0.029927694
137,0.589946564,0.551079447,0.321792271
138,0.47756901,0.39547338,0.358485292
139,0.054294229,0.474116163,0.34288553
140,0.566403458,0.945173192,0.746248982
141,0.826790383,0.202244465,0.964485517
142,0.146584683,0.270998291,0.481196435
143,0.883109488,0.866540956,0.218575208
144,0.378115629,0.971829018,0.079554553
145,0.503353126,0.994874077,0.299115933
146,0.557520867,0.035526556,0.016579667
147,0.965151803,0.524192382,0.863570315
148,0.42007445,0.530598544,0.335559919
149,0.392437128,0.74817079,0.471040483
150,0.432509323,0.857877606,0.11971957
151,0.081603132,0.460331545,0.91649919
152,0.451342595,0.384373703,0.475012438
153,0.892508917,0.848606552,0.462742859
154,0.146073397,0.611388027,0.084647399
155,0.268903493,0.65587181,0.572706093
156,0.932103283,0.48534493,0.046310592
157,0.939110336,0.891233259,0.483813232
158,0.286557067,0.51769675,0.776523423
159,0.12783816,0.703209377,0.388889628
160,0.782833434,0.158413902,0.274706353
161,0.638151156,0.936726003,0.315476867
162,0.981753722,0.875775563,0.281060664
163,0.054045091,0.934430567,0.74623878
164,0.80758311,0.647791595,0.704609626
165,0.578276626,0.259802155,0.93689349
166,0.287949393,0.801415642,0.920938725
167,0.459100204,0.149404416,0.970357046
168,0.323810335,0.126496217,0.072393129
169,0.597108429,0.541763075,0.837059742
170,0.174300989,0.422274087,0.178865185
171,0.672678326,0.7100547,0.09905422
172,0.83040281,0.337594225,0.816272878
173,0.501285387,0.273373001,0.375102902
174,0.387204849,0.94192889,0.101221414
175,0.582601014,0.719601803,0.866781247
176,0.742219112,0.603658493,0.946527853
177,0.377009343,0.989102558,0.084548055
178,0.492755512,0.991656897,0.218190495
179,0.790752003,0.561950941,0.614207514
180,0.013134276,0.60554891,0.084727603
181,0.69333703,0.197291438,0.347107846
182,0.367620097,0.274543692,0.134660863
183,0.996715802,0.541821789,0.55807783
184,0.113228094,0.486053285,0.612578159
185,0.177908448,0.314597533,0.618473922
186,0.597321166,0.015430748,0.933329516
187,0.453835121,0.562209862,0.126488748
188,0.493138888,0.639771999,0.79425855
189,0.644122612,0.110991692,0.511677572
190,0.169088225,0.121267378,0.798305184
191,0.042278078,0.973981412,0.260496812
192,0.920682299,0.150580635,0.621489315
193,0.343238903,0.244569771,0.08650843
194,0.25128935,0.308391884,0.722671416
195,0.146779992,0.811804037,0.529030775
196,0.448750126,0.694824007,0.589593884
197,0.780747895,0.745974542,0.664869729
198,0.951121106,0.961816203,0.644422773
199,0.036830553,0.568857397,0.147377736
200,0.678447406,0.970069572,0.568353075
201,0.933916908,0.058246891,0.329951944
202,0.803355599,0.242904543,0.512098794
203,0.209103243,0.615562666,0.356314364
204,0.143291969,0.566293254,0.119680236
205,0.131825253,0.058992807,0.806421054
206,0.458432572,0.714044769,0.116791914
207,0.018927021,0.721014927,0.972394401
208,0.651829452,0.625028184,0.241150029
209,0.048642229,0.469444532,0.177660798
210,0.923697376,0.325675233,0.603130443
211,0.023086406,0.634069597,0.463549283
212,0.308011427,0.241689427,0.079640689
213,0.509762193,0.65290668,0.531403535
214,0.283966529,0.90996919,0.623180951
215,0.17610508,0.004708825,0.158582447
216,0.255518951,0.461015149,0.345832643
217,0.136923282,0.134314064,0.846857685
218,0.966484265,0.39253183,0.69756981
219,0.492026513,0.505676581,0.243870995
220,0.457834978,0.843358783,0.428379267
221,0.33220695,0.185718316,0.898642093
222,0.586834075,0.017965321,0.239687244
223,0.925280948,0.027915881,0.088558353
224,0.94207422,0.337055569,0.571311995
225,0.824244396,0.89832224,0.781132606
226,0.962006145,0.905169827,0.859280073
227,0.510480499,0.113716679,0.738811456
228,0.002159137,0.219930213,0.789571044
229,0.132257281,0.349595875,0.517005034
230,0.59675053,0.246885325,0.638674867
231,0.089404138,0.450731295,0.114032548
232,0.722766052,0.418155853,0.13105121
233,0.416538268,0.516357095,0.447467749
234,0.672335166,0.346284382,0.499522764
235,0.499312189,0.481178415,0.726500043
236,0.780012487,0.209202271,0.576197
237,0.221968538,0.859085939,0.294481534
238,0.577377102,0.320636559,0.709607035
239,0.168763544,0.162139678,0.332266614
240,0.071044305,0.500676817,0.327667733
241,0.510773463,0.245408305,0.691925118
242,0.489805645,0.234561972,0.095410277
243,0.230186605,0.781247456,0.571700512
244,0.450179319,0.913827019,0.558153862
245,0.576710489,0.178284752,0.437144624
246,0.014792835,0.810849059,0.663647071
247,0.190693737,0.252135953,0.55335227
248,0.812625748,0.023024122,0.115929437
249,0.821263055,0.898649791,0.369085678
250,0.460221504,0.287529542,0.430408322
251,0.626882078,0.654066933,0.818416989
252,0.40270944,0.710386824,0.225374213
253,0.359873495,0.359381977,0.598131412
254,0.671796977,0.312933846,0.667049941
255,0.289680171,0.19650721,0.03702662
256,0.006034256,0.303369628,0.450846798
257,0.195551099,0.791279497,0.432687166
258,0.406597278,0.468167913,0.965777542
259,0.752099826,0.356288471,0.37628885
260,0.841903746,0.004045662,0.900239206
261,0.758667295,0.829731314,0.846413103
262,0.017865262,0.088017071,0.957575186
263,0.00128417,0.064601143,0.440389677
264,0.038389394,0.371449301,0.332101352
265,0.250774037,0.665741456,0.6503626
266,0.311989838,0.743040416,0.673233314
267,0.000554736,0.787276818,0.194584509
268,0.450370073,0.48398913,0.060974196
269,0.484900853,0.552198394,0.199524399
270,0.330776367,0.27043778,0.270115252
271,0.448318558,0.175581058,0.831165864
272,0.655939003,0.499978724,0.510968182
273,0.639421293,0.642490736,0.693124148
274,0.821465331,0.449256489,0.017961642
275,0.072503527,0.474033353,0.540355754
276,0.250581763,0.06132753,0.764927927
277,0.302212417,0.099812118,0.905811004
278,0.347377063,0.677266812,0.79020772
279,0.872921889,0.481769237,0.13636843
280,0.388944682,0.262882303,0.200953692
281,0.234532544,0.253793239,0.215142705
282,0.594422982,0.284222347,0.926715303
283,0.441423297,0.066190241,0.96211628
284,0.844295154,0.084062893,0.498353268
285,0.92822823,0.482031894,0.482093299
286,0.71688595,0.22036015,0.019167252
287,0.961332943,0.771978839,0.540167782
288,0.12186007,0.936983292,0.158478159
289,0.260359116,0.911438815,0.223145839
290,0.60891353,0.146189826,0.315799273
291,0.640588504,0.293981401,0.13051608
292,0.302875432,0.50285535,0.617418252
293,0.316837368,0.532877259,0.540490798
294,0.159776865,0.544316767,0.478883662
295,0.501123182,0.94918253,0.607659914
296,0.928280919,0.960495398,0.195461134
297,0.767653061,0.477837461,0.295751807
298,0.838393698,0.366571002,0.627139194
299,0.100250109,0.722009318,0.207404168
300,0.534795256,0.916953779,0.817749216
301,0.095941451,0.439673383,0.998652527
302,0.973333839,0.343963098,0.801792394
303,0.948639961,0.442614475,0.379298964
304,0.737849233,0.597409432,0.144732238
305,0.768484878,0.64735918,0.376109982
306,0.584322238,0.156908919,0.106467571
307,0.526010138,0.281251639,0.685800299
308,0.534411658,0.902862732,0.732544515
309,0.68529458,0.017905636,0.466134142
310,0.501016155,0.519383489,0.777476985
311,0.019241912,0.348615738,0.016995375
312,0.262079775,0.751764541,0.289953762
313,0.769608574,0.646205574,0.133481012
314,0.935610128,0.931517591,0.57597975
315,0.129362411,0.235783308,0.952299378
316,0.747681973,0.934080971,0.50324956
317,0.63587766,0.714937866,0.118862828
318,0.980880793,0.334273245,0.785699863
319,0.382941491,0.436816908,0.821232043
320,0.751860266,0.583363346,0.8842608
321,0.366816976,0.408275875,0.913710033
322,0.725121855,0.374374936,0.789698891
323,0.789557723,0.141574673,0.563648439
324,0.022491647,0.654024288,0.188511301
325,0.096748905,0.495458943,0.068458925
326,0.290971053,0.624122501,0.522166156
327,0.511445135,0.46418474,0.690930547
328,0.119998751,0.911402773,0.048025102
329,0.669486793,0.228940479,0.329855511
330,0.056520161,0.107880528,0.735345885
331,0.755109123,0.410584466,0.056869377
332,0.449502885,0.516849842,0.074640841
333,0.772556684,0.652983788,0.366063566
334,0.344359824,0.251534431,0.350841661
335,0.66551854,0.864576149,0.949045532
336,0.086756926,0.754898376,0.077550344
337,0.361739011,0.856377444,0.735440351
338,0.428743733,0.552935589,0.694944402
339,0.019421033,0.352685518,0.46604732
340,0.84773593,0.599159048,0.243468593
341,0.158518223,0.410036394,0.915069766
342,0.80387115,0.609770931,0.775572149
343,0.109814092,0.35600975,0.795567283
344,0.758401475,0.332746852,0.308123022
345,0.084455176,0.192976658,0.720317634
346,0.529082272,0.839456047,0.039256
347,0.687227871,0.877148034,0.727835537
348,0.135527368,0.218037085,0.017499596
349,0.185224787,0.31618215,0.089382717
350,0.523004298,0.8001953,0.680508901
351,0.135620033,0.074120019,0.593661194
352,0.967747743,0.135744733,0.751952909
353,0.797639978,0.819959971,0.047609719
354,0.802150245,0.676590883,0.653732303
355,0.86722655,0.463054342,0.708100238
356,0.492983533,0.46053565,0.025412817
357,0.06089549,0.410845263,0.765464563
358,0.258468456,0.604604606,0.896687628
359,0.415234444,0.468864878,0.940434401
360,0.077920645,0.339068571,0.63119774
361,0.831113321,0.749202727,0.83907012
362,0.358333603,0.529284323,0.533128901
363,0.600040127,0.322415492,0.567783442
364,0.646618602,0.469914422,0.217392307
365,0.767046507,0.189533969,0.449024882
366,0.955352291,0.562515039,0.423047111
