YEAR  MO  DA  HR      LAT       LON   CO2 10000
2012   2   1  12  38.5348  -95.8173  0.1562E-12
2012   2   1  12  38.5848  -95.8173  0.1695E-12
2012   2   1  12  38.6348  -95.8173  0.1697E-12
2012   2   1  12  38.6848  -95.8173  0.2820E-12
2012   2   1  12  38.7348  -95.8173  0.4244E-12
2012   2   1  12  38.7848  -95.8173  0.6062E-12
2012   2   1  12  38.8348  -95.8173  0.1049E-11
2012   2   1  12  38.8848  -95.8173  0.1522E-11
2012   2   1  12  38.9348  -95.8173  0.2231E-11
2012   2   1  12  38.9848  -95.8173  0.2833E-11
2012   2   1  12  39.0348  -95.8173  0.2553E-11
2012   2   1  12  39.0848  -95.8173  0.1350E-11
2012   2   1  12  39.1348  -95.8173  0.1450E-12
2012   2   1  12  39.1848  -95.8173  0.1189E-13
2012   2   1  12  38.4348  -95.7673  0.6930E-14
2012   2   1  12  38.4848  -95.7673  0.3152E-13
2012   2   1  12  38.5348  -95.7673  0.5051E-13
2012   2   1  12  38.5848  -95.7673  0.9146E-13
2012   2   1  12  38.6348  -95.7673  0.2713E-12
2012   2   1  12  38.6848  -95.7673  0.3208E-12
2012   2   1  12  38.7348  -95.7673  0.3223E-12
2012   2   1  12  38.7848  -95.7673  0.6427E-12
2012   2   1  12  38.8348  -95.7673  0.8880E-12
2012   2   1  12  38.8848  -95.7673  0.1718E-11
2012   2   1  12  38.9348  -95.7673  0.1895E-11
2012   2   1  12  38.9848  -95.7673  0.2001E-11
2012   2   1  12  39.0348  -95.7673  0.9768E-12
2012   2   1  12  39.0848  -95.7673  0.1618E-12
2012   2   1  12  39.1348  -95.7673  0.2229E-13
2012   2   1  12  39.1848  -95.7673  0.1752E-14
2012   2   1  12  38.3848  -95.7173  0.1423E-13
2012   2   1  12  38.4348  -95.7173  0.2055E-13
2012   2   1  12  38.4848  -95.7173  0.4381E-13
2012   2   1  12  38.5348  -95.7173  0.1028E-12
2012   2   1  12  38.5848  -95.7173  0.1584E-12
2012   2   1  12  38.6348  -95.7173  0.1724E-12
2012   2   1  12  38.6848  -95.7173  0.2527E-12
2012   2   1  12  38.7348  -95.7173  0.5722E-12
2012   2   1  12  38.7848  -95.7173  0.7763E-12
2012   2   1  12  38.8348  -95.7173  0.1311E-11
2012   2   1  12  38.8848  -95.7173  0.1503E-11
2012   2   1  12  38.9348  -95.7173  0.1460E-11
2012   2   1  12  38.9848  -95.7173  0.7296E-12
2012   2   1  12  39.0348  -95.7173  0.2920E-12
2012   2   1  12  39.0848  -95.7173  0.3006E-13
2012   2   1  12  39.1348  -95.7173  0.4896E-14
2012   2   1  12  38.4348  -95.6673  0.1131E-13
2012   2   1  12  38.4848  -95.6673  0.1087E-13
2012   2   1  12  38.5348  -95.6673  0.2637E-13
2012   2   1  12  38.5848  -95.6673  0.8484E-13
2012   2   1  12  38.6348  -95.6673  0.1603E-12
2012   2   1  12  38.6848  -95.6673  0.3257E-12
2012   2   1  12  38.7348  -95.6673  0.5782E-12
2012   2   1  12  38.7848  -95.6673  0.9305E-12
2012   2   1  12  38.8348  -95.6673  0.1086E-11
2012   2   1  12  38.8848  -95.6673  0.1042E-11
2012   2   1  12  38.9348  -95.6673  0.6591E-12
2012   2   1  12  38.9848  -95.6673  0.2786E-12
2012   2   1  12  39.0348  -95.6673  0.5095E-13
2012   2   1  12  39.0848  -95.6673  0.9744E-14
2012   2   1  12  38.4348  -95.6173  0.1045E-13
2012   2   1  12  38.4848  -95.6173  0.1455E-13
2012   2   1  12  38.5348  -95.6173  0.5256E-13
2012   2   1  12  38.5848  -95.6173  0.1366E-12
2012   2   1  12  38.6348  -95.6173  0.2391E-12
2012   2   1  12  38.6848  -95.6173  0.3932E-12
2012   2   1  12  38.7348  -95.6173  0.6700E-12
2012   2   1  12  38.7848  -95.6173  0.7488E-12
2012   2   1  12  38.8348  -95.6173  0.6725E-12
2012   2   1  12  38.8848  -95.6173  0.5537E-12
2012   2   1  12  38.9348  -95.6173  0.1523E-12
2012   2   1  12  38.9848  -95.6173  0.6899E-13
2012   2   1  12  39.0348  -95.6173  0.8016E-14
2012   2   1  12  39.0848  -95.6173  0.1604E-14
2012   2   1  12  38.4348  -95.5673  0.6027E-14
2012   2   1  12  38.4848  -95.5673  0.2653E-13
2012   2   1  12  38.5348  -95.5673  0.7278E-13
2012   2   1  12  38.5848  -95.5673  0.2051E-12
2012   2   1  12  38.6348  -95.5673  0.3426E-12
2012   2   1  12  38.6848  -95.5673  0.4432E-12
2012   2   1  12  38.7348  -95.5673  0.4872E-12
2012   2   1  12  38.7848  -95.5673  0.5363E-12
2012   2   1  12  38.8348  -95.5673  0.3561E-12
2012   2   1  12  38.8848  -95.5673  0.1812E-12
2012   2   1  12  38.9348  -95.5673  0.4810E-13
2012   2   1  12  38.9848  -95.5673  0.3299E-13
2012   2   1  12  38.4848  -95.5173  0.1096E-13
2012   2   1  12  38.5348  -95.5173  0.6706E-13
2012   2   1  12  38.5848  -95.5173  0.1365E-12
2012   2   1  12  38.6348  -95.5173  0.1652E-12
2012   2   1  12  38.6848  -95.5173  0.3293E-12
2012   2   1  12  38.7348  -95.5173  0.3863E-12
2012   2   1  12  38.7848  -95.5173  0.1877E-12
2012   2   1  12  38.8348  -95.5173  0.1659E-12
2012   2   1  12  38.8848  -95.5173  0.6024E-13
2012   2   1  12  38.9348  -95.5173  0.2367E-13
2012   2   1  12  38.3848  -95.4673  0.2353E-14
2012   2   1  12  38.4348  -95.4673  0.7377E-14
2012   2   1  12  38.4848  -95.4673  0.2021E-13
2012   2   1  12  38.5348  -95.4673  0.4115E-13
2012   2   1  12  38.5848  -95.4673  0.9223E-13
2012   2   1  12  38.6348  -95.4673  0.1693E-12
2012   2   1  12  38.6848  -95.4673  0.1307E-12
2012   2   1  12  38.7348  -95.4673  0.7361E-13
2012   2   1  12  38.7848  -95.4673  0.6382E-13
2012   2   1  12  38.8348  -95.4673  0.2017E-13
2012   2   1  12  38.8848  -95.4673  0.1426E-13
2012   2   1  12  38.9348  -95.4673  0.1110E-13
2012   2   1  12  38.4348  -95.4173  0.3050E-14
2012   2   1  12  38.4848  -95.4173  0.6084E-14
2012   2   1  12  38.5348  -95.4173  0.4053E-13
2012   2   1  12  38.5848  -95.4173  0.3290E-13
2012   2   1  12  38.6348  -95.4173  0.3279E-13
2012   2   1  12  38.6848  -95.4173  0.3426E-13
2012   2   1  12  38.7348  -95.4173  0.2151E-13
2012   2   1  12  38.7848  -95.4173  0.2907E-13
2012   2   1  12  38.8348  -95.4173  0.1693E-13
2012   2   1  12  38.4348  -95.3673  0.2154E-14
2012   2   1  12  38.4848  -95.3673  0.6587E-14
2012   2   1  12  38.5348  -95.3673  0.5181E-14
2012   2   1  12  38.5848  -95.3673  0.7037E-14
2012   2   1  12  38.6348  -95.3673  0.9381E-14
2012   2   1  12  38.6848  -95.3673  0.2132E-13
2012   2   1  12  38.7348  -95.3673  0.2573E-13
2012   2   1  12  38.5348  -95.3173  0.1624E-14
2012   2   1  12  38.5848  -95.3173  0.1011E-13
2012   2   1  12  38.6348  -95.3173  0.2145E-13
2012   2   1  12  38.6848  -95.3173  0.8284E-14
2012   2   1  12  38.5348  -95.2673  0.4119E-14
2012   2   1  12  38.5848  -95.2673  0.2496E-14
2012   2   2   0  38.3348  -96.7673  0.2349E-13
2012   2   2   0  38.3848  -96.7673  0.2280E-13
2012   2   2   0  38.3348  -96.7173  0.1068E-13
2012   2   2   0  38.3348  -96.6673  0.2135E-13
2012   2   2   0  38.3848  -96.6673  0.1058E-13
2012   2   2   0  38.4348  -96.6673  0.4235E-13
2012   2   2   0  38.2848  -96.6173  0.1186E-13
2012   2   2   0  38.3348  -96.6173  0.7722E-14
2012   2   2   0  38.3848  -96.6173  0.4510E-13
2012   2   2   0  38.4348  -96.6173  0.2829E-13
2012   2   2   0  38.4848  -96.6173  0.9761E-14
2012   2   2   0  38.2348  -96.5673  0.9481E-14
2012   2   2   0  38.2848  -96.5673  0.9886E-14
2012   2   2   0  38.3348  -96.5673  0.2690E-13
2012   2   2   0  38.3848  -96.5673  0.5906E-13
2012   2   2   0  38.4348  -96.5673  0.3528E-13
2012   2   2   0  38.2348  -96.5173  0.9479E-14
2012   2   2   0  38.2848  -96.5173  0.2057E-13
2012   2   2   0  38.3348  -96.5173  0.9004E-13
2012   2   2   0  38.3848  -96.5173  0.5132E-13
2012   2   2   0  38.5348  -96.5173  0.1167E-13
2012   2   2   0  38.6848  -96.5173  0.1189E-13
2012   2   2   0  37.9348  -96.4673  0.3225E-14
2012   2   2   0  38.2348  -96.4673  0.1462E-13
2012   2   2   0  38.2848  -96.4673  0.9578E-14
2012   2   2   0  38.3348  -96.4673  0.6978E-13
2012   2   2   0  38.3848  -96.4673  0.7165E-13
2012   2   2   0  38.4348  -96.4673  0.1348E-12
2012   2   2   0  38.4848  -96.4673  0.2601E-13
2012   2   2   0  38.5348  -96.4673  0.3889E-14
2012   2   2   0  38.5848  -96.4673  0.2037E-13
2012   2   2   0  38.6348  -96.4673  0.1170E-13
2012   2   2   0  38.6848  -96.4673  0.8176E-14
2012   2   2   0  37.9348  -96.4173  0.4806E-14
2012   2   2   0  37.9848  -96.4173  0.7001E-14
2012   2   2   0  38.0348  -96.4173  0.4668E-14
2012   2   2   0  38.1348  -96.4173  0.7233E-14
2012   2   2   0  38.1848  -96.4173  0.7976E-14
2012   2   2   0  38.2348  -96.4173  0.2318E-13
2012   2   2   0  38.2848  -96.4173  0.1999E-13
2012   2   2   0  38.3348  -96.4173  0.5857E-13
2012   2   2   0  38.3848  -96.4173  0.1282E-12
2012   2   2   0  38.4348  -96.4173  0.7726E-13
2012   2   2   0  38.4848  -96.4173  0.6263E-13
2012   2   2   0  38.5348  -96.4173  0.8203E-13
2012   2   2   0  37.9348  -96.3673  0.7339E-14
2012   2   2   0  38.0348  -96.3673  0.1634E-13
2012   2   2   0  38.1348  -96.3673  0.8452E-14
2012   2   2   0  38.1848  -96.3673  0.2024E-13
2012   2   2   0  38.2348  -96.3673  0.1610E-13
2012   2   2   0  38.3348  -96.3673  0.1333E-12
2012   2   2   0  38.3848  -96.3673  0.1125E-12
2012   2   2   0  38.4348  -96.3673  0.2928E-13
2012   2   2   0  38.5348  -96.3673  0.1172E-13
2012   2   2   0  38.5848  -96.3673  0.1173E-13
2012   2   2   0  37.9348  -96.3173  0.9140E-14
2012   2   2   0  37.9848  -96.3173  0.7599E-14
2012   2   2   0  38.0348  -96.3173  0.5604E-14
2012   2   2   0  38.0848  -96.3173  0.1191E-13
2012   2   2   0  38.1348  -96.3173  0.7407E-14
2012   2   2   0  38.1848  -96.3173  0.1943E-13
2012   2   2   0  38.2348  -96.3173  0.2221E-13
2012   2   2   0  38.2848  -96.3173  0.8220E-13
2012   2   2   0  38.3348  -96.3173  0.8350E-13
2012   2   2   0  38.3848  -96.3173  0.8748E-13
2012   2   2   0  38.4348  -96.3173  0.3884E-13
2012   2   2   0  38.4848  -96.3173  0.3109E-14
2012   2   2   0  37.9848  -96.2673  0.2935E-14
2012   2   2   0  38.0348  -96.2673  0.1008E-13
2012   2   2   0  38.0848  -96.2673  0.1614E-13
2012   2   2   0  38.1348  -96.2673  0.2954E-13
2012   2   2   0  38.1848  -96.2673  0.2886E-13
2012   2   2   0  38.2348  -96.2673  0.9544E-14
2012   2   2   0  38.2848  -96.2673  0.1080E-12
2012   2   2   0  38.3348  -96.2673  0.1036E-12
2012   2   2   0  38.3848  -96.2673  0.4807E-13
2012   2   2   0  38.4348  -96.2673  0.8603E-13
2012   2   2   0  38.4848  -96.2673  0.1244E-13
2012   2   2   0  37.8848  -96.2173  0.4078E-14
2012   2   2   0  37.9848  -96.2173  0.1468E-14
2012   2   2   0  38.0348  -96.2173  0.2686E-14
2012   2   2   0  38.0848  -96.2173  0.8282E-14
2012   2   2   0  38.1348  -96.2173  0.5436E-13
2012   2   2   0  38.1848  -96.2173  0.2900E-13
2012   2   2   0  38.2348  -96.2173  0.8533E-14
2012   2   2   0  38.2848  -96.2173  0.9255E-14
2012   2   2   0  38.3348  -96.2173  0.1337E-12
2012   2   2   0  38.3848  -96.2173  0.3128E-13
2012   2   2   0  38.4348  -96.2173  0.6885E-13
2012   2   2   0  38.4848  -96.2173  0.2357E-13
2012   2   2   0  37.8348  -96.1673  0.2468E-14
2012   2   2   0  37.9348  -96.1673  0.5712E-14
2012   2   2   0  37.9848  -96.1673  0.9796E-15
2012   2   2   0  38.0348  -96.1673  0.2937E-14
2012   2   2   0  38.0848  -96.1673  0.6876E-14
2012   2   2   0  38.1348  -96.1673  0.6881E-13
2012   2   2   0  38.1848  -96.1673  0.6175E-13
2012   2   2   0  38.2348  -96.1673  0.6466E-14
2012   2   2   0  38.2848  -96.1673  0.3049E-13
2012   2   2   0  38.3348  -96.1673  0.3767E-13
2012   2   2   0  38.3848  -96.1673  0.7097E-13
2012   2   2   0  38.4348  -96.1673  0.9075E-14
2012   2   2   0  38.4848  -96.1673  0.4704E-13
2012   2   2   0  37.8348  -96.1173  0.4938E-14
2012   2   2   0  37.8848  -96.1173  0.1482E-14
2012   2   2   0  37.9848  -96.1173  0.1430E-13
2012   2   2   0  38.0348  -96.1173  0.5676E-14
2012   2   2   0  38.0848  -96.1173  0.1137E-13
2012   2   2   0  38.1348  -96.1173  0.6236E-13
2012   2   2   0  38.1848  -96.1173  0.9623E-13
2012   2   2   0  38.2348  -96.1173  0.4842E-13
2012   2   2   0  38.2848  -96.1173  0.1230E-12
2012   2   2   0  38.3348  -96.1173  0.1870E-13
2012   2   2   0  38.3848  -96.1173  0.4253E-13
2012   2   2   0  38.4348  -96.1173  0.4253E-13
2012   2   2   0  38.4848  -96.1173  0.7564E-14
2012   2   2   0  39.2348  -96.1173  0.6232E-12
2012   2   2   0  39.2848  -96.1173  0.7766E-11
2012   2   2   0  37.8848  -96.0673  0.4447E-14
2012   2   2   0  37.9348  -96.0673  0.7513E-14
2012   2   2   0  37.9848  -96.0673  0.3555E-14
2012   2   2   0  38.0348  -96.0673  0.9871E-14
2012   2   2   0  38.0848  -96.0673  0.2563E-13
2012   2   2   0  38.1348  -96.0673  0.3960E-13
2012   2   2   0  38.1848  -96.0673  0.1031E-12
2012   2   2   0  38.2348  -96.0673  0.1099E-12
2012   2   2   0  38.2848  -96.0673  0.1960E-12
2012   2   2   0  38.3348  -96.0673  0.9465E-13
2012   2   2   0  38.3848  -96.0673  0.1184E-12
2012   2   2   0  38.4348  -96.0673  0.1359E-12
2012   2   2   0  38.4848  -96.0673  0.6427E-13
2012   2   2   0  39.1348  -96.0673  0.2468E-13
2012   2   2   0  39.1848  -96.0673  0.1815E-11
2012   2   2   0  39.2348  -96.0673  0.7645E-11
2012   2   2   0  39.2848  -96.0673  0.1830E-10
2012   2   2   0  39.3348  -96.0673  0.7582E-12
2012   2   2   0  37.8848  -96.0173  0.8088E-15
2012   2   2   0  37.9848  -96.0173  0.2077E-13
2012   2   2   0  38.0348  -96.0173  0.2523E-13
2012   2   2   0  38.0848  -96.0173  0.3217E-13
2012   2   2   0  38.1348  -96.0173  0.6329E-13
2012   2   2   0  38.1848  -96.0173  0.8888E-13
2012   2   2   0  38.2348  -96.0173  0.9972E-13
2012   2   2   0  38.2848  -96.0173  0.8566E-13
2012   2   2   0  38.3348  -96.0173  0.3776E-12
2012   2   2   0  38.3848  -96.0173  0.1797E-12
2012   2   2   0  38.4348  -96.0173  0.2002E-12
2012   2   2   0  38.4848  -96.0173  0.1391E-12
2012   2   2   0  38.5348  -96.0173  0.4934E-13
2012   2   2   0  39.0848  -96.0173  0.1517E-12
2012   2   2   0  39.1348  -96.0173  0.2301E-11
2012   2   2   0  39.1848  -96.0173  0.5475E-11
2012   2   2   0  39.2348  -96.0173  0.4227E-11
2012   2   2   0  39.2848  -96.0173  0.8180E-11
2012   2   2   0  39.3348  -96.0173  0.6893E-11
2012   2   2   0  39.3848  -96.0173  0.9808E-13
2012   2   2   0  37.8848  -95.9673  0.7002E-14
2012   2   2   0  37.9348  -95.9673  0.1259E-13
2012   2   2   0  37.9848  -95.9673  0.1047E-13
2012   2   2   0  38.0348  -95.9673  0.3915E-13
2012   2   2   0  38.0848  -95.9673  0.4813E-13
2012   2   2   0  38.1348  -95.9673  0.4857E-13
2012   2   2   0  38.1848  -95.9673  0.8237E-13
2012   2   2   0  38.2348  -95.9673  0.2495E-12
2012   2   2   0  38.2848  -95.9673  0.3276E-12
2012   2   2   0  38.3348  -95.9673  0.2533E-12
2012   2   2   0  38.3848  -95.9673  0.2085E-12
2012   2   2   0  38.4348  -95.9673  0.3230E-12
2012   2   2   0  38.4848  -95.9673  0.6946E-13
2012   2   2   0  38.5348  -95.9673  0.6674E-13
2012   2   2   0  38.5848  -95.9673  0.2225E-13
2012   2   2   0  38.7848  -95.9673  0.1008E-13
2012   2   2   0  38.8348  -95.9673  0.6152E-13
2012   2   2   0  38.8848  -95.9673  0.4710E-13
2012   2   2   0  38.9348  -95.9673  0.9330E-14
2012   2   2   0  38.9848  -95.9673  0.8521E-13
2012   2   2   0  39.0348  -95.9673  0.4951E-12
2012   2   2   0  39.0848  -95.9673  0.2129E-11
2012   2   2   0  39.1348  -95.9673  0.4419E-11
2012   2   2   0  39.1848  -95.9673  0.3360E-11
2012   2   2   0  39.2348  -95.9673  0.2613E-11
2012   2   2   0  39.2848  -95.9673  0.4518E-11
2012   2   2   0  39.3348  -95.9673  0.7872E-11
2012   2   2   0  39.3848  -95.9673  0.9623E-12
2012   2   2   0  39.4348  -95.9673  0.6301E-13
2012   2   2   0  37.8848  -95.9173  0.8767E-14
2012   2   2   0  37.9348  -95.9173  0.4693E-14
2012   2   2   0  37.9848  -95.9173  0.1321E-13
2012   2   2   0  38.0348  -95.9173  0.1701E-13
2012   2   2   0  38.0848  -95.9173  0.2044E-13
2012   2   2   0  38.1348  -95.9173  0.7188E-13
2012   2   2   0  38.1848  -95.9173  0.5054E-13
2012   2   2   0  38.2348  -95.9173  0.1417E-12
2012   2   2   0  38.2848  -95.9173  0.2056E-12
2012   2   2   0  38.3348  -95.9173  0.3140E-12
2012   2   2   0  38.3848  -95.9173  0.3009E-12
2012   2   2   0  38.4348  -95.9173  0.2510E-12
2012   2   2   0  38.4848  -95.9173  0.1882E-12
2012   2   2   0  38.5348  -95.9173  0.1927E-12
2012   2   2   0  38.5848  -95.9173  0.3265E-13
2012   2   2   0  38.6348  -95.9173  0.1633E-13
2012   2   2   0  38.7848  -95.9173  0.5088E-13
2012   2   2   0  38.8348  -95.9173  0.1592E-13
2012   2   2   0  38.8848  -95.9173  0.1108E-12
2012   2   2   0  38.9348  -95.9173  0.3422E-12
2012   2   2   0  38.9848  -95.9173  0.6802E-12
2012   2   2   0  39.0348  -95.9173  0.2146E-11
2012   2   2   0  39.0848  -95.9173  0.3874E-11
2012   2   2   0  39.1348  -95.9173  0.2458E-11
2012   2   2   0  39.1848  -95.9173  0.2264E-11
2012   2   2   0  39.2348  -95.9173  0.2026E-11
2012   2   2   0  39.2848  -95.9173  0.2991E-11
2012   2   2   0  39.3348  -95.9173  0.6351E-11
2012   2   2   0  39.3848  -95.9173  0.2491E-11
2012   2   2   0  39.4348  -95.9173  0.2811E-12
2012   2   2   0  39.4848  -95.9173  0.2910E-13
2012   2   2   0  37.8848  -95.8673  0.8295E-14
2012   2   2   0  37.9348  -95.8673  0.2315E-14
2012   2   2   0  37.9848  -95.8673  0.5550E-14
2012   2   2   0  38.0348  -95.8673  0.1577E-13
2012   2   2   0  38.0848  -95.8673  0.1129E-13
2012   2   2   0  38.1348  -95.8673  0.5511E-13
2012   2   2   0  38.1848  -95.8673  0.9104E-13
2012   2   2   0  38.2348  -95.8673  0.1010E-12
2012   2   2   0  38.2848  -95.8673  0.1394E-12
2012   2   2   0  38.3348  -95.8673  0.3932E-12
2012   2   2   0  38.3848  -95.8673  0.4003E-12
2012   2   2   0  38.4348  -95.8673  0.3633E-12
2012   2   2   0  38.4848  -95.8673  0.3098E-12
2012   2   2   0  38.5348  -95.8673  0.3231E-12
2012   2   2   0  38.5848  -95.8673  0.1254E-12
2012   2   2   0  38.6348  -95.8673  0.1345E-12
2012   2   2   0  38.6848  -95.8673  0.4950E-13
2012   2   2   0  38.7348  -95.8673  0.4022E-12
2012   2   2   0  38.7848  -95.8673  0.1723E-12
2012   2   2   0  38.8348  -95.8673  0.2355E-12
2012   2   2   0  38.8848  -95.8673  0.4655E-12
2012   2   2   0  38.9348  -95.8673  0.8869E-12
2012   2   2   0  38.9848  -95.8673  0.2088E-11
2012   2   2   0  39.0348  -95.8673  0.3462E-11
2012   2   2   0  39.0848  -95.8673  0.2869E-11
2012   2   2   0  39.1348  -95.8673  0.1367E-11
2012   2   2   0  39.1848  -95.8673  0.1613E-11
2012   2   2   0  39.2348  -95.8673  0.1746E-11
2012   2   2   0  39.2848  -95.8673  0.2531E-11
2012   2   2   0  39.3348  -95.8673  0.4621E-11
2012   2   2   0  39.3848  -95.8673  0.3496E-11
2012   2   2   0  39.4348  -95.8673  0.7798E-12
2012   2   2   0  39.4848  -95.8673  0.1522E-12
2012   2   2   0  37.8848  -95.8173  0.1832E-14
2012   2   2   0  37.9348  -95.8173  0.1281E-13
2012   2   2   0  37.9848  -95.8173  0.1696E-13
2012   2   2   0  38.0348  -95.8173  0.4143E-13
2012   2   2   0  38.0848  -95.8173  0.3455E-13
2012   2   2   0  38.1348  -95.8173  0.4651E-13
2012   2   2   0  38.1848  -95.8173  0.6666E-13
2012   2   2   0  38.2348  -95.8173  0.8820E-13
2012   2   2   0  38.2848  -95.8173  0.1211E-12
2012   2   2   0  38.3348  -95.8173  0.1746E-12
2012   2   2   0  38.3848  -95.8173  0.4004E-12
2012   2   2   0  38.4348  -95.8173  0.5788E-12
2012   2   2   0  38.4848  -95.8173  0.5846E-12
2012   2   2   0  38.5348  -95.8173  0.3364E-12
2012   2   2   0  38.5848  -95.8173  0.2236E-12
2012   2   2   0  38.6348  -95.8173  0.5118E-12
